,Disposable,Faceshield,Reusable
6068,1,0,0
3536,1,0,0
3825,1,0,0
6642,1,0,0
10086,0,0,1
1946,0,1,0
10184,0,0,1
11215,0,0,1
9733,0,0,1
7269,0,0,1
9128,0,0,1
7929,0,0,1
7166,0,0,1
6963,0,0,1
5867,1,0,0
4761,1,0,0
882,0,1,0
557,0,1,0
9482,0,0,1
1207,0,1,0
7684,0,0,1
9040,0,0,1
6538,1,0,0
3211,1,0,0
3630,1,0,0
1708,0,1,0
8458,0,0,1
1140,0,1,0
3162,1,0,0
6207,1,0,0
3730,1,0,0
2660,1,0,0
1307,0,1,0
2567,0,1,0
2834,1,0,0
11168,0,0,1
2151,0,1,0
10243,0,0,1
3835,1,0,0
11313,0,0,1
8969,0,0,1
9599,0,0,1
5004,1,0,0
6626,1,0,0
1627,0,1,0
9354,0,0,1
11441,0,0,1
358,0,1,0
138,0,1,0
8491,0,0,1
382,0,1,0
8825,0,0,1
4857,1,0,0
10847,0,0,1
1439,0,1,0
946,0,1,0
5498,1,0,0
4916,1,0,0
8556,0,0,1
1932,0,1,0
2352,0,1,0
3236,1,0,0
9661,0,0,1
3807,1,0,0
1936,0,1,0
10392,0,0,1
4154,1,0,0
2416,0,1,0
11437,0,0,1
6139,1,0,0
785,0,1,0
6789,1,0,0
8036,0,0,1
8315,0,0,1
11204,0,0,1
5668,1,0,0
2172,0,1,0
2169,0,1,0
6628,1,0,0
4009,1,0,0
4340,1,0,0
910,0,1,0
6268,1,0,0
2309,0,1,0
6591,1,0,0
4458,1,0,0
7597,0,0,1
8990,0,0,1
10896,0,0,1
4652,1,0,0
6218,1,0,0
442,0,1,0
3415,1,0,0
10202,0,0,1
8968,0,0,1
9168,0,0,1
5744,1,0,0
1054,0,1,0
3699,1,0,0
929,0,1,0
6468,1,0,0
1829,0,1,0
10737,0,0,1
9514,0,0,1
2011,0,1,0
913,0,1,0
7611,0,0,1
9616,0,0,1
9009,0,0,1
2606,1,0,0
4928,1,0,0
6564,1,0,0
9517,0,0,1
6,0,1,0
7835,0,0,1
6583,1,0,0
3361,1,0,0
9121,0,0,1
1635,0,1,0
1141,0,1,0
359,0,1,0
2070,0,1,0
3134,1,0,0
5160,1,0,0
6990,0,0,1
3243,1,0,0
2242,0,1,0
1474,0,1,0
10021,0,0,1
3259,1,0,0
4020,1,0,0
10307,0,0,1
8566,0,0,1
3500,1,0,0
2658,1,0,0
9858,0,0,1
1130,0,1,0
1819,0,1,0
7461,0,0,1
9177,0,0,1
9144,0,0,1
9544,0,0,1
7064,0,0,1
4318,1,0,0
4669,1,0,0
5476,1,0,0
11472,0,0,1
10857,0,0,1
1856,0,1,0
2282,0,1,0
11001,0,0,1
4008,1,0,0
6401,1,0,0
11576,0,0,1
10821,0,0,1
386,0,1,0
1628,0,1,0
9833,0,0,1
10884,0,0,1
7718,0,0,1
8985,0,0,1
11627,0,0,1
1842,0,1,0
2497,0,1,0
201,0,1,0
9387,0,0,1
3868,1,0,0
5054,1,0,0
5889,1,0,0
2702,1,0,0
7922,0,0,1
331,0,1,0
3808,1,0,0
935,0,1,0
1774,0,1,0
11164,0,0,1
8611,0,0,1
10676,0,0,1
989,0,1,0
5443,1,0,0
9731,0,0,1
6993,0,0,1
9976,0,0,1
5806,1,0,0
10197,0,0,1
10156,0,0,1
6574,1,0,0
3052,1,0,0
10081,0,0,1
8365,0,0,1
4615,1,0,0
3321,1,0,0
8891,0,0,1
6246,1,0,0
6048,1,0,0
3311,1,0,0
9101,0,0,1
10949,0,0,1
8210,0,0,1
3628,1,0,0
10917,0,0,1
1356,0,1,0
5002,1,0,0
9083,0,0,1
5823,1,0,0
11131,0,0,1
5670,1,0,0
3112,1,0,0
182,0,1,0
10339,0,0,1
855,0,1,0
9840,0,0,1
4912,1,0,0
9966,0,0,1
1800,0,1,0
10801,0,0,1
5482,1,0,0
9729,0,0,1
1968,0,1,0
9722,0,0,1
11095,0,0,1
4697,1,0,0
4987,1,0,0
4650,1,0,0
1159,0,1,0
9057,0,0,1
1325,0,1,0
9779,0,0,1
4796,1,0,0
6796,1,0,0
5808,1,0,0
11508,0,0,1
1455,0,1,0
5410,1,0,0
8333,0,0,1
2800,1,0,0
7616,0,0,1
10444,0,0,1
7815,0,0,1
4378,1,0,0
10094,0,0,1
6716,1,0,0
3736,1,0,0
2261,0,1,0
7429,0,0,1
4005,1,0,0
2394,0,1,0
1185,0,1,0
2007,0,1,0
193,0,1,0
8770,0,0,1
5525,1,0,0
771,0,1,0
1478,0,1,0
1846,0,1,0
3740,1,0,0
7986,0,0,1
405,0,1,0
11129,0,0,1
9978,0,0,1
6317,1,0,0
6581,1,0,0
1447,0,1,0
342,0,1,0
7468,0,0,1
727,0,1,0
4577,1,0,0
3516,1,0,0
10378,0,0,1
9427,0,0,1
7156,0,0,1
7851,0,0,1
1348,0,1,0
660,0,1,0
1492,0,1,0
9951,0,0,1
5154,1,0,0
11179,0,0,1
2524,0,1,0
11331,0,0,1
9885,0,0,1
5374,1,0,0
3198,1,0,0
5717,1,0,0
8911,0,0,1
10620,0,0,1
9605,0,0,1
8259,0,0,1
9396,0,0,1
40,0,1,0
10315,0,0,1
6816,1,0,0
10117,0,0,1
9538,0,0,1
2723,1,0,0
10720,0,0,1
10008,0,0,1
11361,0,0,1
7155,0,0,1
8983,0,0,1
10764,0,0,1
7230,0,0,1
5075,1,0,0
7880,0,0,1
5394,1,0,0
9980,0,0,1
7789,0,0,1
10903,0,0,1
4088,1,0,0
1967,0,1,0
10491,0,0,1
10274,0,0,1
11190,0,0,1
6999,0,0,1
423,0,1,0
11499,0,0,1
11091,0,0,1
10010,0,0,1
6142,1,0,0
5661,1,0,0
4596,1,0,0
2659,1,0,0
141,0,1,0
2597,1,0,0
6701,1,0,0
1377,0,1,0
3674,1,0,0
11541,0,0,1
6362,1,0,0
10931,0,0,1
4741,1,0,0
1138,0,1,0
7374,0,0,1
1787,0,1,0
9384,0,0,1
4646,1,0,0
7568,0,0,1
459,0,1,0
6115,1,0,0
8179,0,0,1
948,0,1,0
6370,1,0,0
4628,1,0,0
7358,0,0,1
5925,1,0,0
6040,1,0,0
441,0,1,0
6659,1,0,0
8831,0,0,1
3830,1,0,0
10967,0,0,1
6144,1,0,0
10562,0,0,1
6344,1,0,0
1958,0,1,0
155,0,1,0
4578,1,0,0
1089,0,1,0
6049,1,0,0
10688,0,0,1
7950,0,0,1
1674,0,1,0
6763,1,0,0
9780,0,0,1
6416,1,0,0
2326,0,1,0
7096,0,0,1
10023,0,0,1
9201,0,0,1
6450,1,0,0
1715,0,1,0
8381,0,0,1
3831,1,0,0
6299,1,0,0
3348,1,0,0
11106,0,0,1
587,0,1,0
11110,0,0,1
2990,1,0,0
10832,0,0,1
9239,0,0,1
10354,0,0,1
264,0,1,0
9225,0,0,1
6788,1,0,0
9934,0,0,1
3864,1,0,0
6274,1,0,0
11434,0,0,1
3711,1,0,0
8438,0,0,1
1529,0,1,0
9587,0,0,1
923,0,1,0
9187,0,0,1
7329,0,0,1
4364,1,0,0
669,0,1,0
3604,1,0,0
5108,1,0,0
10512,0,0,1
5248,1,0,0
7183,0,0,1
2591,1,0,0
5906,1,0,0
6509,1,0,0
7133,0,0,1
2307,0,1,0
8804,0,0,1
3690,1,0,0
687,0,1,0
612,0,1,0
7167,0,0,1
9234,0,0,1
3200,1,0,0
6629,1,0,0
4135,1,0,0
1898,0,1,0
282,0,1,0
258,0,1,0
10999,0,0,1
4943,1,0,0
2822,1,0,0
3525,1,0,0
11269,0,0,1
5223,1,0,0
2285,0,1,0
6063,1,0,0
8078,0,0,1
4654,1,0,0
5000,1,0,0
6710,1,0,0
10889,0,0,1
8676,0,0,1
5416,1,0,0
475,0,1,0
2555,0,1,0
8087,0,0,1
7,0,1,0
6411,1,0,0
10696,0,0,1
10404,0,0,1
5546,1,0,0
2426,0,1,0
6744,1,0,0
11233,0,0,1
2274,0,1,0
1577,0,1,0
7264,0,0,1
3970,1,0,0
5879,1,0,0
10288,0,0,1
11260,0,0,1
7193,0,0,1
3867,1,0,0
10989,0,0,1
6823,1,0,0
7548,0,0,1
781,0,1,0
1749,0,1,0
6519,1,0,0
5774,1,0,0
2324,0,1,0
5055,1,0,0
10525,0,0,1
1727,0,1,0
610,0,1,0
4666,1,0,0
5413,1,0,0
8103,0,0,1
8174,0,0,1
8535,0,0,1
3750,1,0,0
97,0,1,0
6985,0,0,1
3137,1,0,0
1537,0,1,0
3648,1,0,0
1517,0,1,0
10918,0,0,1
4624,1,0,0
6566,1,0,0
2090,0,1,0
7097,0,0,1
6171,1,0,0
7521,0,0,1
572,0,1,0
10587,0,0,1
3062,1,0,0
597,0,1,0
6633,1,0,0
11003,0,0,1
7875,0,0,1
7345,0,0,1
6304,1,0,0
9383,0,0,1
11018,0,0,1
5976,1,0,0
8562,0,0,1
1938,0,1,0
8100,0,0,1
1753,0,1,0
3670,1,0,0
9389,0,0,1
2361,0,1,0
4260,1,0,0
5432,1,0,0
6285,1,0,0
9209,0,0,1
11046,0,0,1
9165,0,0,1
11423,0,0,1
5591,1,0,0
1171,0,1,0
7927,0,0,1
9406,0,0,1
10919,0,0,1
9453,0,0,1
10695,0,0,1
874,0,1,0
2297,0,1,0
10861,0,0,1
2643,1,0,0
5347,1,0,0
9032,0,0,1
11586,0,0,1
581,0,1,0
204,0,1,0
7896,0,0,1
2014,0,1,0
905,0,1,0
631,0,1,0
8461,0,0,1
9732,0,0,1
1974,0,1,0
162,0,1,0
4998,1,0,0
4713,1,0,0
9067,0,0,1
1431,0,1,0
6868,1,0,0
10665,0,0,1
7710,0,0,1
7736,0,0,1
4283,1,0,0
7531,0,0,1
9304,0,0,1
3384,1,0,0
11161,0,0,1
9495,0,0,1
9730,0,0,1
7462,0,0,1
3331,1,0,0
6404,1,0,0
8895,0,0,1
2096,0,1,0
9802,0,0,1
7999,0,0,1
5017,1,0,0
8738,0,0,1
1449,0,1,0
6900,1,0,0
2610,1,0,0
1900,0,1,0
8186,0,0,1
3920,1,0,0
2757,1,0,0
6397,1,0,0
10115,0,0,1
2097,0,1,0
8329,0,0,1
11030,0,0,1
5624,1,0,0
9028,0,0,1
3471,1,0,0
8266,0,0,1
2171,0,1,0
10775,0,0,1
10718,0,0,1
8590,0,0,1
2010,0,1,0
11422,0,0,1
1283,0,1,0
11202,0,0,1
1019,0,1,0
8667,0,0,1
2810,1,0,0
10072,0,0,1
1651,0,1,0
11218,0,0,1
1169,0,1,0
6256,1,0,0
5469,1,0,0
10998,0,0,1
867,0,1,0
5093,1,0,0
5433,1,0,0
541,0,1,0
11473,0,0,1
6354,1,0,0
10900,0,0,1
3390,1,0,0
9393,0,0,1
11585,0,0,1
3959,1,0,0
6643,1,0,0
6841,1,0,0
9671,0,0,1
3586,1,0,0
9436,0,0,1
2563,0,1,0
5036,1,0,0
1080,0,1,0
5891,1,0,0
4966,1,0,0
2023,0,1,0
10793,0,0,1
7909,0,0,1
10180,0,0,1
7321,0,0,1
226,0,1,0
1013,0,1,0
1929,0,1,0
5251,1,0,0
2179,0,1,0
697,0,1,0
1124,0,1,0
7378,0,0,1
11033,0,0,1
5110,1,0,0
7902,0,0,1
1778,0,1,0
9316,0,0,1
2634,1,0,0
7544,0,0,1
7604,0,0,1
3489,1,0,0
1037,0,1,0
9549,0,0,1
8505,0,0,1
2649,1,0,0
2979,1,0,0
2547,0,1,0
5132,1,0,0
2159,0,1,0
9114,0,0,1
6445,1,0,0
3967,1,0,0
1428,0,1,0
9819,0,0,1
2520,0,1,0
8033,0,0,1
10074,0,0,1
11512,0,0,1
448,0,1,0
9899,0,0,1
5995,1,0,0
9586,0,0,1
3727,1,0,0
7353,0,0,1
8553,0,0,1
6279,1,0,0
10434,0,0,1
7295,0,0,1
6251,1,0,0
5926,1,0,0
2460,0,1,0
22,0,1,0
2066,0,1,0
1653,0,1,0
8894,0,0,1
8706,0,0,1
1376,0,1,0
1724,0,1,0
3754,1,0,0
8652,0,0,1
4183,1,0,0
4082,1,0,0
8474,0,0,1
6579,1,0,0
4558,1,0,0
3537,1,0,0
7003,0,0,1
11053,0,0,1
9607,0,0,1
8789,0,0,1
646,0,1,0
6381,1,0,0
7527,0,0,1
11315,0,0,1
7165,0,0,1
9324,0,0,1
7697,0,0,1
10980,0,0,1
4875,1,0,0
10027,0,0,1
5341,1,0,0
7031,0,0,1
2160,0,1,0
685,0,1,0
2461,0,1,0
7128,0,0,1
6267,1,0,0
4941,1,0,0
5946,1,0,0
4583,1,0,0
5784,1,0,0
7569,0,0,1
9941,0,0,1
521,0,1,0
8714,0,0,1
3983,1,0,0
11157,0,0,1
780,0,1,0
9595,0,0,1
5607,1,0,0
5978,1,0,0
8843,0,0,1
3747,1,0,0
2196,0,1,0
8561,0,0,1
11528,0,0,1
4285,1,0,0
8569,0,0,1
6979,0,0,1
1827,0,1,0
9154,0,0,1
11287,0,0,1
2376,0,1,0
8551,0,0,1
3839,1,0,0
1246,0,1,0
7504,0,0,1
6511,1,0,0
5439,1,0,0
10788,0,0,1
8964,0,0,1
11342,0,0,1
5510,1,0,0
5330,1,0,0
4531,1,0,0
365,0,1,0
11644,0,0,1
147,0,1,0
1668,0,1,0
10323,0,0,1
7650,0,0,1
8599,0,0,1
7788,0,0,1
3456,1,0,0
3271,1,0,0
4940,1,0,0
9223,0,0,1
6230,1,0,0
10394,0,0,1
9473,0,0,1
9047,0,0,1
3926,1,0,0
9971,0,0,1
8080,0,0,1
78,0,1,0
7088,0,0,1
2247,0,1,0
9632,0,0,1
11600,0,0,1
9667,0,0,1
7451,0,0,1
8980,0,0,1
2279,0,1,0
8123,0,0,1
3897,1,0,0
9410,0,0,1
7177,0,0,1
9312,0,0,1
11036,0,0,1
3631,1,0,0
10063,0,0,1
6272,1,0,0
8616,0,0,1
392,0,1,0
3191,1,0,0
16,0,1,0
4200,1,0,0
2672,1,0,0
6164,1,0,0
3493,1,0,0
7394,0,0,1
4839,1,0,0
593,0,1,0
10874,0,0,1
8737,0,0,1
5827,1,0,0
7961,0,0,1
5887,1,0,0
2355,0,1,0
6036,1,0,0
4798,1,0,0
10090,0,0,1
4592,1,0,0
8656,0,0,1
163,0,1,0
10812,0,0,1
11011,0,0,1
11406,0,0,1
7380,0,0,1
11612,0,0,1
6356,1,0,0
9092,0,0,1
5542,1,0,0
6007,1,0,0
7993,0,0,1
7638,0,0,1
6793,1,0,0
7758,0,0,1
4837,1,0,0
2293,0,1,0
6548,1,0,0
7898,0,0,1
4481,1,0,0
3716,1,0,0
6140,1,0,0
1549,0,1,0
2044,0,1,0
767,0,1,0
5693,1,0,0
7870,0,0,1
7857,0,0,1
3302,1,0,0
4517,1,0,0
10591,0,0,1
10061,0,0,1
3292,1,0,0
9011,0,0,1
1403,0,1,0
1382,0,1,0
6928,1,0,0
5671,1,0,0
1638,0,1,0
11427,0,0,1
6907,1,0,0
8591,0,0,1
6406,1,0,0
9074,0,0,1
1179,0,1,0
5448,1,0,0
5078,1,0,0
8648,0,0,1
5175,1,0,0
689,0,1,0
10334,0,0,1
6525,1,0,0
11454,0,0,1
6488,1,0,0
7154,0,0,1
9821,0,0,1
6610,1,0,0
10213,0,0,1
4349,1,0,0
1884,0,1,0
10083,0,0,1
2494,0,1,0
5947,1,0,0
3036,1,0,0
5777,1,0,0
845,0,1,0
8734,0,0,1
7967,0,0,1
9894,0,0,1
7340,0,0,1
10511,0,0,1
11196,0,0,1
7137,0,0,1
2964,1,0,0
2529,0,1,0
5772,1,0,0
1048,0,1,0
7045,0,0,1
1960,0,1,0
2530,0,1,0
8429,0,0,1
4917,1,0,0
9325,0,0,1
5901,1,0,0
8286,0,0,1
4259,1,0,0
10004,0,0,1
5656,1,0,0
6097,1,0,0
5907,1,0,0
7373,0,0,1
2978,1,0,0
10607,0,0,1
10858,0,0,1
6721,1,0,0
7842,0,0,1
8264,0,0,1
10236,0,0,1
3138,1,0,0
8325,0,0,1
11580,0,0,1
1826,0,1,0
5548,1,0,0
8785,0,0,1
560,0,1,0
10280,0,0,1
8435,0,0,1
5435,1,0,0
4437,1,0,0
8597,0,0,1
1442,0,1,0
8453,0,0,1
4406,1,0,0
11123,0,0,1
1689,0,1,0
11510,0,0,1
10496,0,0,1
5962,1,0,0
2496,0,1,0
11216,0,0,1
340,0,1,0
2408,0,1,0
9743,0,0,1
5782,1,0,0
4576,1,0,0
3725,1,0,0
2785,1,0,0
1012,0,1,0
5280,1,0,0
4895,1,0,0
7121,0,0,1
6549,1,0,0
4037,1,0,0
148,0,1,0
285,0,1,0
11264,0,0,1
8555,0,0,1
9806,0,0,1
6770,1,0,0
4443,1,0,0
7446,0,0,1
236,0,1,0
11189,0,0,1
7123,0,0,1
9741,0,0,1
3083,1,0,0
632,0,1,0
6813,1,0,0
2493,0,1,0
2665,1,0,0
9904,0,0,1
9972,0,0,1
9822,0,0,1
9880,0,0,1
4211,1,0,0
3874,1,0,0
9424,0,0,1
2817,1,0,0
11376,0,0,1
11448,0,0,1
10481,0,0,1
7426,0,0,1
10037,0,0,1
9883,0,0,1
10740,0,0,1
1735,0,1,0
7397,0,0,1
4255,1,0,0
9659,0,0,1
2475,0,1,0
11645,0,0,1
3713,1,0,0
10789,0,0,1
1804,0,1,0
707,0,1,0
11661,0,0,1
5189,1,0,0
5472,1,0,0
72,0,1,0
7843,0,0,1
5101,1,0,0
6764,1,0,0
9382,0,0,1
1125,0,1,0
1241,0,1,0
9621,0,0,1
2349,0,1,0
6602,1,0,0
6780,1,0,0
4358,1,0,0
1343,0,1,0
11650,0,0,1
10134,0,0,1
11176,0,0,1
8632,0,0,1
6652,1,0,0
1100,0,1,0
9160,0,0,1
8841,0,0,1
7327,0,0,1
7622,0,0,1
987,0,1,0
2852,1,0,0
8853,0,0,1
630,0,1,0
1249,0,1,0
3179,1,0,0
482,0,1,0
3040,1,0,0
5010,1,0,0
10191,0,0,1
7000,0,0,1
3273,1,0,0
7227,0,0,1
3683,1,0,0
6674,1,0,0
6807,1,0,0
11654,0,0,1
1316,0,1,0
3225,1,0,0
1072,0,1,0
4815,1,0,0
9861,0,0,1
5752,1,0,0
10673,0,0,1
4616,1,0,0
3097,1,0,0
11165,0,0,1
6869,1,0,0
1300,0,1,0
7285,0,0,1
6284,1,0,0
5495,1,0,0
5291,1,0,0
9600,0,0,1
1798,0,1,0
5203,1,0,0
8227,0,0,1
5047,1,0,0
6441,1,0,0
8636,0,0,1
8105,0,0,1
2359,0,1,0
10952,0,0,1
3654,1,0,0
7052,0,0,1
1286,0,1,0
10649,0,0,1
4445,1,0,0
2137,0,1,0
6787,1,0,0
11377,0,0,1
9927,0,0,1
10463,0,0,1
6894,1,0,0
11631,0,0,1
8564,0,0,1
7151,0,0,1
963,0,1,0
6012,1,0,0
4882,1,0,0
140,0,1,0
10538,0,0,1
8906,0,0,1
6936,1,0,0
6542,1,0,0
5243,1,0,0
4431,1,0,0
9751,0,0,1
406,0,1,0
8212,0,0,1
9196,0,0,1
9764,0,0,1
10067,0,0,1
9135,0,0,1
8234,0,0,1
4399,1,0,0
5252,1,0,0
11,0,1,0
4760,1,0,0
1177,0,1,0
2863,1,0,0
6471,1,0,0
6228,1,0,0
9218,0,0,1
2989,1,0,0
9153,0,0,1
7117,0,0,1
7010,0,0,1
10476,0,0,1
8927,0,0,1
1440,0,1,0
11372,0,0,1
2875,1,0,0
9108,0,0,1
10615,0,0,1
10261,0,0,1
7232,0,0,1
3726,1,0,0
2772,1,0,0
454,0,1,0
9013,0,0,1
8189,0,0,1
1367,0,1,0
3712,1,0,0
11491,0,0,1
1388,0,1,0
9042,0,0,1
1000,0,1,0
7761,0,0,1
3553,1,0,0
4114,1,0,0
1667,0,1,0
3173,1,0,0
9539,0,0,1
11445,0,0,1
488,0,1,0
3230,1,0,0
3828,1,0,0
10097,0,0,1
5208,1,0,0
7848,0,0,1
5704,1,0,0
11249,0,0,1
8133,0,0,1
703,0,1,0
5105,1,0,0
10381,0,0,1
3291,1,0,0
8125,0,0,1
9519,0,0,1
11239,0,0,1
10526,0,0,1
4909,1,0,0
4440,1,0,0
986,0,1,0
10780,0,0,1
10574,0,0,1
7705,0,0,1
6257,1,0,0
6089,1,0,0
5238,1,0,0
1198,0,1,0
9710,0,0,1
10582,0,0,1
7519,0,0,1
6812,1,0,0
9206,0,0,1
8320,0,0,1
9556,0,0,1
7175,0,0,1
4470,1,0,0
891,0,1,0
1969,0,1,0
5757,1,0,0
6527,1,0,0
6294,1,0,0
7595,0,0,1
9110,0,0,1
3249,1,0,0
6570,1,0,0
6638,1,0,0
7351,0,0,1
10704,0,0,1
9400,0,0,1
7473,0,0,1
10747,0,0,1
10124,0,0,1
1239,0,1,0
2289,0,1,0
2740,1,0,0
8467,0,0,1
4585,1,0,0
9227,0,0,1
1229,0,1,0
9200,0,0,1
6980,0,0,1
5178,1,0,0
4293,1,0,0
1058,0,1,0
6262,1,0,0
281,0,1,0
9235,0,0,1
9508,0,0,1
968,0,1,0
3953,1,0,0
1939,0,1,0
9868,0,0,1
1274,0,1,0
619,0,1,0
9919,0,0,1
1742,0,1,0
1390,0,1,0
2203,0,1,0
9771,0,0,1
3568,1,0,0
6116,1,0,0
11629,0,0,1
6052,1,0,0
3178,1,0,0
3192,1,0,0
9499,0,0,1
6099,1,0,0
7029,0,0,1
575,0,1,0
6656,1,0,0
7115,0,0,1
10276,0,0,1
6276,1,0,0
9472,0,0,1
10485,0,0,1
5897,1,0,0
5724,1,0,0
269,0,1,0
629,0,1,0
3081,1,0,0
3466,1,0,0
6430,1,0,0
10872,0,0,1
7062,0,0,1
11350,0,0,1
5543,1,0,0
4356,1,0,0
10637,0,0,1
2113,0,1,0
8219,0,0,1
3216,1,0,0
3814,1,0,0
8321,0,0,1
10020,0,0,1
2278,0,1,0
4599,1,0,0
13,0,1,0
10769,0,0,1
1525,0,1,0
2365,0,1,0
4648,1,0,0
374,0,1,0
9938,0,0,1
6477,1,0,0
525,0,1,0
9131,0,0,1
6895,1,0,0
3591,1,0,0
7904,0,0,1
2958,1,0,0
529,0,1,0
3714,1,0,0
4732,1,0,0
9461,0,0,1
1394,0,1,0
9633,0,0,1
5631,1,0,0
9465,0,0,1
6563,1,0,0
4703,1,0,0
1712,0,1,0
11381,0,0,1
955,0,1,0
6675,1,0,0
3453,1,0,0
9579,0,0,1
8595,0,0,1
2071,0,1,0
11365,0,0,1
158,0,1,0
7005,0,0,1
9094,0,0,1
352,0,1,0
6078,1,0,0
6236,1,0,0
8946,0,0,1
11637,0,0,1
2920,1,0,0
8503,0,0,1
4644,1,0,0
661,0,1,0
7057,0,0,1
3665,1,0,0
7979,0,0,1
306,0,1,0
4790,1,0,0
2356,0,1,0
1927,0,1,0
10898,0,0,1
3427,1,0,0
8941,0,0,1
3638,1,0,0
1266,0,1,0
1560,0,1,0
7179,0,0,1
4109,1,0,0
7867,0,0,1
4904,1,0,0
7294,0,0,1
514,0,1,0
894,0,1,0
8601,0,0,1
21,0,1,0
899,0,1,0
207,0,1,0
458,0,1,0
2430,0,1,0
8442,0,0,1
9299,0,0,1
3389,1,0,0
9905,0,0,1
3911,1,0,0
5383,1,0,0
8907,0,0,1
552,0,1,0
9631,0,0,1
3144,1,0,0
6917,1,0,0
2056,0,1,0
1925,0,1,0
634,0,1,0
6082,1,0,0
8508,0,0,1
10822,0,0,1
11294,0,0,1
8619,0,0,1
10025,0,0,1
105,0,1,0
3041,1,0,0
1709,0,1,0
89,0,1,0
7014,0,0,1
3174,1,0,0
917,0,1,0
7833,0,0,1
6732,1,0,0
1949,0,1,0
6368,1,0,0
1,0,1,0
8032,0,0,1
6047,1,0,0
9127,0,0,1
10753,0,0,1
2720,1,0,0
8783,0,0,1
11444,0,0,1
3117,1,0,0
11049,0,0,1
9768,0,0,1
3762,1,0,0
213,0,1,0
778,0,1,0
3496,1,0,0
10292,0,0,1
2043,0,1,0
8920,0,0,1
5420,1,0,0
6154,1,0,0
9759,0,0,1
8357,0,0,1
10166,0,0,1
8465,0,0,1
4167,1,0,0
3788,1,0,0
8586,0,0,1
583,0,1,0
11558,0,0,1
11647,0,0,1
116,0,1,0
6644,1,0,0
10539,0,0,1
11603,0,0,1
11622,0,0,1
10473,0,0,1
8712,0,0,1
1763,0,1,0
1875,0,1,0
3224,1,0,0
526,0,1,0
7725,0,0,1
2946,1,0,0
4473,1,0,0
5655,1,0,0
8884,0,0,1
6059,1,0,0
959,0,1,0
6342,1,0,0
3633,1,0,0
1050,0,1,0
8782,0,0,1
8711,0,0,1
3380,1,0,0
3676,1,0,0
5776,1,0,0
10552,0,0,1
6573,1,0,0
5179,1,0,0
1607,0,1,0
3610,1,0,0
11384,0,0,1
6635,1,0,0
11663,0,0,1
10001,0,0,1
791,0,1,0
8984,0,0,1
3056,1,0,0
1980,0,1,0
3598,1,0,0
933,0,1,0
7424,0,0,1
5626,1,0,0
1682,0,1,0
4179,1,0,0
6446,1,0,0
4116,1,0,0
988,0,1,0
2896,1,0,0
3778,1,0,0
5658,1,0,0
3093,1,0,0
3155,1,0,0
1823,0,1,0
11230,0,0,1
1098,0,1,0
2844,1,0,0
9078,0,0,1
3342,1,0,0
38,0,1,0
6540,1,0,0
10916,0,0,1
8707,0,0,1
3356,1,0,0
9645,0,0,1
7813,0,0,1
9098,0,0,1
8220,0,0,1
10771,0,0,1
2428,0,1,0
5043,1,0,0
5346,1,0,0
8954,0,0,1
4811,1,0,0
8476,0,0,1
686,0,1,0
4799,1,0,0
7437,0,0,1
2353,0,1,0
6353,1,0,0
4569,1,0,0
8213,0,0,1
2752,1,0,0
9077,0,0,1
8073,0,0,1
9109,0,0,1
1040,0,1,0
7491,0,0,1
1265,0,1,0
10816,0,0,1
7059,0,0,1
277,0,1,0
5084,1,0,0
9437,0,0,1
2382,0,1,0
571,0,1,0
1435,0,1,0
9439,0,0,1
5352,1,0,0
5445,1,0,0
1007,0,1,0
4543,1,0,0
10291,0,0,1
2064,0,1,0
1136,0,1,0
9882,0,0,1
5343,1,0,0
294,0,1,0
9739,0,0,1
8780,0,0,1
2403,0,1,0
3998,1,0,0
10888,0,0,1
3741,1,0,0
10766,0,0,1
2719,1,0,0
10741,0,0,1
5150,1,0,0
2808,1,0,0
9017,0,0,1
556,0,1,0
10416,0,0,1
4795,1,0,0
2469,0,1,0
3738,1,0,0
4286,1,0,0
9908,0,0,1
2604,1,0,0
362,0,1,0
6924,1,0,0
1704,0,1,0
2139,0,1,0
3239,1,0,0
2383,0,1,0
7314,0,0,1
4311,1,0,0
9477,0,0,1
1312,0,1,0
3930,1,0,0
6183,1,0,0
1591,0,1,0
10959,0,0,1
2162,0,1,0
2396,0,1,0
317,0,1,0
9516,0,0,1
5233,1,0,0
5068,1,0,0
4036,1,0,0
8987,0,0,1
3020,1,0,0
9903,0,0,1
8228,0,0,1
9105,0,0,1
5295,1,0,0
3972,1,0,0
5370,1,0,0
4133,1,0,0
974,0,1,0
7291,0,0,1
9175,0,0,1
954,0,1,0
9610,0,0,1
9752,0,0,1
9547,0,0,1
10865,0,0,1
5016,1,0,0
11355,0,0,1
9179,0,0,1
7490,0,0,1
1640,0,1,0
1290,0,1,0
1380,0,1,0
1933,0,1,0
4675,1,0,0
892,0,1,0
7287,0,0,1
4876,1,0,0
7906,0,0,1
8194,0,0,1
10951,0,0,1
9041,0,0,1
2466,0,1,0
7657,0,0,1
10106,0,0,1
9788,0,0,1
1913,0,1,0
2736,1,0,0
726,0,1,0
7214,0,0,1
8245,0,0,1
1796,0,1,0
3845,1,0,0
6402,1,0,0
936,0,1,0
2265,0,1,0
824,0,1,0
7274,0,0,1
1389,0,1,0
3564,1,0,0
9076,0,0,1
5429,1,0,0
7827,0,0,1
5690,1,0,0
7878,0,0,1
1868,0,1,0
